,smiles,against_depression
922871,O=S(=O)(NCCNC(=O)CN1CCCCCC1=O)c1ccc(Cl)cc1,False
122117,CC(C)CC(=O)N1CCNCC1C(=O)NCc1ccc(Cl)c(Cl)c1.OC(=O)C(F)(F)F,False
520584,COC(=O)c1ccccc1NC(=O)C=Cc1ccc(cc1)[N+]([O-])=O,False
34,CCCCCCCCCCCCCCCCCC(O)=O,False
636894,CCOC(=O)c1ccc(cc1)NC(=O)c1ccc(C)cc1C,False
502813,COc1ccc(CN(C)C(=O)CNC(=O)Cc2cccc3ccccc23)c(OC)c1OC,False
376043,CSc1cccc(c1)NC(=O)CSc1[n][n]c(COc2ccc3CCCCc3c2)[n]1CC=C,False
838136,CNC(=O)NC(=O)C(C)N1CCN(CC1)C(=O)c1cocc1,False
440360,Cc1ccc(cc1)NC(=O)Cc1[n][n]c(NC(=O)Nc2ccc(cc2)OC)[s]1,False
138260,Oc1cc(O)c(C=NN2CCN(CC2)C2c3ccccc3-c3ccccc32)cc1,False
79380,C[n]1[n]c(c(c1NC(=O)c1c[n]ccc1)-c1ccc(F)cc1)C(F)(F)F,False
919265,CN(C)C(C)c1ccc(cc1)-c1[n]cc[n]1CCCO,False
520985,O=C(Nc1cccc2ccc[n]c21)c1cccc2c(Br)cccc21,False
495714,OC(=O)C(O)=O.O=C(CNCc1ccco1)Nc1cccc(c1)S(=O)(=O)N1CCCCC1,False
525734,O=C(c1ccc(Cl)cc1OC1CCN(Cc2cc(F)cc(F)c2)CC1)N1CCCCC1,False
387491,CCc1ccc(cc1)NC(=O)C1CCCN1S(=O)(=O)c1cc2c(cc1)N(C)C(=O)C(=O)N2C,False
427818,CCOc1cc(ccc1)C1CC(=O)Nc2c1ccc1ccccc12,False
174596,CCOC(=O)c1c(NC(=O)C2C(NC(=S)NC=2C)c2ccccc2C(F)(F)F)[s]c(C)c1C,False
92018,FC(F)(F)c1c[n]c(cc1)NCC1CCCO1,False
780385,COc1ccc(cc1)C=CC=C1N=C(SCc2ccccc2)SC1=O,False
163132,CCC(=O)Nc1[n]o[n]c1-c1[n]c2ccccc2[n]1C,False
720609,CC(C)c1ccc(cc1)Nc1[n]c(Cl)[n]c([n]1)N1CCCCC1,False
570019,O=C(c1cc(F)ccc1F)N1CCCC1C(=O)N1CCSCC1,False
634357,CCCNC(=O)C[n]1[n]c2CSCc2c1N,False
916177,Cc1cc(CC(C)NC(CC)CC)[n][nH]1,False
764803,CCOC(=O)C1CCN(CC1)C(=O)COc1cc(C)cc(C)c1C,False
319463,CC(C)(C)c1ccc(cc1)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCCCCC1,False
77645,Oc1cc(C=Nc2ccccc2O)ccc1,False
322757,CC(C)(C)[n]1[n]c2CS(=O)(=O)Cc2c1NC(=O)c1ccccc1,False
431147,CC1C(NC(CC1(O)CCCC)c1ccc(cc1)OC)c1ccc(cc1)OC,False
374192,CC[n]1c([n]c2c1C(=O)N(C)C(=O)N2C)SCC(=O)NCc1ccc[s]1,False
207605,COC(=O)c1cc2c(cc[n]2-c2ccc(F)cc2)[n]1CC(=O)C(C)(C)C,False
515840,Cc1[n]cc(CO)c(C=NNC(=S)Nc2ccc(cc2)C(C)C)c1O,False
533,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,False
712454,Cc1cc(OCc2[n][n]c(NC(=O)Nc3ccccc3)[s]2)c(cc1)C(C)C,False
881390,COc1ccc(Br)cc1C1C(C#N)=C(N)OC2CCCC(=O)C=21,False
349211,Cl.CN1CCC2C(C1)c1cc(C)ccc1N2S(=O)(=O)c1ccc(F)cc1,False
283798,COc1cc(NC(=O)Cc2ccc(Br)cc2)c(cc1Cl)OC,False
572637,Cc1c(CC(=O)N2CCCCC2c2ccc(C)cc2)c(C)[n][n]1C(F)F,False
517828,O=C(C1CC1)c1ccc(cc1)OCc1ccc(Cl)cc1,False
558903,Cc1[n][n](c2[s]c(cc12)C(=O)NCC(=O)OC)-c1ccc(F)cc1,False
616845,Cc1cc(C=C2C(=O)N(C)C(=O)N(C)C2=O)c(C)[n]1CC(C)C,False
517678,CC1N=C2SC(=Cc3cc(Cl)ccc3O)C(=O)N2C(C=1C(=O)OCC)c1ccc(cc1)OC,False
671980,Cc1ccc(cc1)N1N=C(C(=CC1=O)OS(=O)(=O)c1cc(Cl)ccc1OC)C(=O)OCC,False
539423,N#Cc1c(NC(=O)c2c[n][n]3C(CC(Nc32)c2ccccc2)C(F)(F)F)[s]c2CCCc21,False
473104,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1cc2C=CC(=O)Oc2cc1,False
526903,O=C(CCN1CCCO1)N1Cc2c([n][nH]c2CC1)-c1cccc2ccccc21,False
449343,COC(=O)c1c(NC(=O)CSc2ccccc2)[s]c2CCc3ccccc3-c21,False
576745,COc1c2ccccc2[n]2c1C=C(C=C(C#N)C(=O)OCC)C2=O,False
806925,COc1ccc(C=NNC(=O)COc2ccc(cc2)OC)cc1Br,False
443392,CCC(Sc1[n][n][n][n]1-c1ccccc1)C(=O)Nc1[n][n]c(CCC)[s]1,False
708954,COc1ccc(cc1)-c1[n]c2cc(ccc2o1)NC(=O)c1c[n]ccc1,False
785824,COc1ccc(cc1[N+]([O-])=O)C(=O)NC(=S)Nc1ccc(cc1)N1CCCCC1,False
68995,[O-][N+](=O)c1cc(Cl)c(cc1)N1CCN(CCOc2[n]o[n]c2-c2ccccc2)CC1,False
281693,CCS(=O)(=O)c1ccc(c(Cl)c1Cl)C(=O)Nc1ccccc1,False
947531,Clc1cc(ccc1Cl)-c1[n]c2c(ccc[n]2c1NCc1ccccc1)OCc1ccccc1,False
191203,COc1ccc(cc1C(=O)c1ccc(Cl)cc1)OC,False
202185,Fc1ccccc1CN1CCN(CC1)C1CCN(Cc2ccccc2)CC1,False
8388,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)NCCO,False
442989,COCCNS(=O)(=O)c1cc2OCCOc2cc1,False
379935,Cc1ccc(cc1)N(C(C)C(=O)Nc1cc(Cl)ccc1Oc1ccccc1)S(C)(=O)=O,False
880741,CN1C(C)=C(C(=O)N1c1ccccc1)N(C(C)C)C(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,False
59387,O=C(NCc1cc(ccc1)C(F)(F)F)c1ccc(cc1)Oc1ccccc1,False
283911,COC(=O)c1ccc(cc1)NC(=O)CSc1[n]c([nH][n]1)-c1cc[n]cc1,False
403124,CCSc1[n][n]c(NC(=O)CSc2c(Cl)cccc2Cl)[s]1,False
174710,COc1cc(ccc1OCC(=O)Nc1ccc(F)cc1)C(=O)NC1CCCc2ccccc21,False
919552,O=C(N1CC(CCC1)N1CCCC1)C1(CCC1)c1ccc(Cl)cc1,False
176065,CCC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCN(CC1)c1ccccc1Cl,False
417426,CCc1[n][n]c(NC(=O)CSc2[n][n]c3c(C)cc4c(c(C)ccc4C)[n]32)[s]1,False
30391,Cc1[nH]c(CC)[n]c1CN1CCN(CC1)c1cc(cc[n]1)C(F)(F)F,False
278405,COc1ccc(cc1NC(=S)NCc1c[n]ccc1)OC,False
106573,Cc1cc(ccc1)NC(=O)CCc1[n]c([n]o1)-c1ccc(cc1)OC,False
973321,CC1(CCN1C(=O)CC(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(Cl)cc1,False
677929,CN(C)C(=O)c1ccc(Cl)cc1NC(=O)c1[n]c(Cl)ccc1Cl,False
767501,CCOC(=O)c1ccc(cc1)NC(=O)C1CCN(CC1)S(=O)(=O)c1cc(Cl)ccc1Cl,False
767964,Cc1cc(OCC(=O)N2CCC(CC2)C(N)=O)c(C)c(C)c1,False
949122,Cc1cc(C(=O)NN=Cc2ccc(cc2)N(C)C)c2ccccc2[n]1,False
533454,COc1cc(C=C2SC(=O)N(C)C2=O)ccc1OCC(O)=O,False
421352,Cc1cc2cc(C#N)c([n]c2c(C)c1)SCC(=O)NCC1CCCO1,False
233593,COc1ccc(cc1)C(=O)c1c[n](CC(O)=O)c(c1)C(=O)c1ccccc1,False
449110,Cc1ccc(o1)C(=O)Nc1cc(c(F)cc1)[N+]([O-])=O,False
508852,CCN(CC(=O)NCc1ccc[s]1)C(=O)c1cc(ccc1Cl)S(=O)(=O)N1CCCCC1,False
656731,Cc1c[s]c([n]1)SCC1=CC(=O)C(=CO1)OC(=O)COc1ccccc1OC,False
588429,CCCCN(CCC(O)=O)c1[n]c(Cc2ccc(F)cc2)[n][s]1,False
402971,Cc1c[s]c([n]1)SCC(=O)NC1CCCCC1,False
812801,CN1CCN(CC1)S(=O)(=O)c1cc(c(cc1)NCc1ccccc1C)[N+]([O-])=O,False
502162,Cc1ccc(cc1)OCC(COCc1ccccc1)NC(C)C.OC(=O)C(O)=O,False
506435,CC(=O)c1ccccc1C(=O)N1CCC(CC1)[n]1[n]ccc1NC(=O)C1CC1,False
582761,O=C(CN1CCCCC1c1cccc[n]1)NCc1ccccc1F,False
658744,Cc1ccc(cc1)N1N=C(C(=CC1=O)N1CCN(CC1)C(=O)OCC)C(=O)OCC,False
585756,CN1CC(CNc2[n]c([n]c(C)c2C)C(F)(F)F)COCC1,False
510545,Cc1cc(OCC(=O)Nc2ccc(cc2)S(=O)(=O)NC2CCCCCN=2)c(Cl)cc1,False
679786,Cc1ccc(cc1)S(=O)(=O)c1[n]c([s]c1NCc1ccccc1OC)S(=O)(=O)CC,False
113425,OC(=O)CSc1[n]c[n]c2c1[n][n][n]2Cc1ccccc1F,False
671471,CC(=O)NC1=NN(C(C)=O)C2(S1)c1cccc(Cl)c1N(Cc1ccccc1)C2=O,False
251218,CC1=CC(O)=C(C(c2cc[n]cc2)N2CCCCC2)C(=O)N1Cc1ccco1,False
579822,CN(C)C(=O)c1cc(CNC(C)Cc2ccc(F)cc2)cc(c1)NC(=O)c1cccc[n]1,False
82383,CCNC(=S)N(CC1=Cc2cc3OCOc3cc2NC1=O)CCO,False
145263,Cc1cccc(Cl)c1CNc1[n][nH]c2-c3ccc(cc3Cc21)OC,False
683982,Cc1c[n]2c3c([n]c2[n]1C)N(C)C(=O)N(CCC)C3=O,False
371879,Cc1cc(o[n]1)-c1ccc([s]1)S(=O)(=O)Nc1ccc(cc1)C(=O)OC,False
461715,CN(c1ccccc1C(=O)Nc1ccc(CC#N)cc1)S(=O)(=O)c1ccccc1,False
693716,CNC(=O)c1ccc([s]1)C1CCCN1c1[n]c(CCN)[n]c2ccccc21,False
749000,CC1CCc2ccccc2N1C(=NO)c1ccc(C)[n]c1Oc1cc(C)cc(C)c1,False
270638,OCc1cc[n]([n]1)-c1c(F)cccc1F,False
475257,Cc1ccc(cc1)N(C(c1c[n]ccc1)C(=O)NC(C)(C)C)C(=O)c1c[s][n][n]1,False
485541,OC(=O)CCC(=O)Nc1[s]c2CCCCc2c1C(=O)NC1CCCC1,False
79722,Cc1cc(C)c(cc1)N1C(=S)NN=C1c1ccc(cc1)OC,False
528980,ON=C(c1ccc[n]c1OCC1CCCCC1)N1CCN(CC1)c1ccc(F)cc1,False
968733,CC(C)N1CCc2cc(ccc12)-c1[n]cc[n]1CCCO,False
523902,Cc1cc(NC(=O)c2ccc(cc2)-[n]2c[n][n]c2)[n]o1,False
934840,Cc1[n]c2[n]ccc[n]2c1C(=O)NC(C)c1[n]c[n][n]1CC,False
655186,Cc1cc(C)c(NC(=O)CSC2=NC(=O)N3C=CC(C)=CC3=N2)c(C)c1,False
850948,CN(CCCNC(=O)CCc1c(C)[n][n]2c[n][n]c2c1C)C1CCCCC1,False
293285,Cc1[n][n](C)c(Cl)c1C(=O)NCC(=O)Nc1ccc(cc1)C(C)C,False
354801,Cc1cc(NS(=O)(=O)c2ccc(cc2)NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)[n]o1,False
425843,COc1ccc(C=C(NC(=O)c2ccc(cc2)OCC(C)C)C(=O)OCc2ccco2)cc1,False
670609,Cc1c(cccc1C)-[n]1[n]cc2c1[n]c[n]c2-[n]1[n]c(C)cc1NC(=O)Cc1ccccc1,False
90819,COC(=O)c1cccc(c1)Oc1[n][n]c(c2ccccc21)-c1ccc(F)cc1,False
860032,Cc1cc([s]c1C(O)=O)S(=O)(=O)N(C)c1cc(C)cc(C)c1,False
123666,CN1C(C)=C(NC(=O)c2cc(o[n]2)-c2ccccc2)C(=O)N1c1ccccc1,False
284653,CCCCOc1ccc(cc1)S(=O)(=O)Nc1cc(ccc1OC)OC,False
257406,NN1C(O)=C(SC1=S)C1=C2C=C(C=CC2=NC1=O)[N+]([O-])=O,False
580332,CN(Cc1c[s]c(C)[n]1)C(=O)CC1(CC(=O)N(CCOC)C1=O)c1ccccc1F,False
211619,O=C(CSC1=NNC(=O)N1c1ccc2OCCOc2c1)Nc1ccccc1,False
947495,Cc1cccc(NC(=O)N2CCCC2C(=O)Nc2[n][n]c([s]2)-c2cc(ccc2)OC)c1C,False
959717,OC(COc1cc(CN2CCN(CC2)c2cccc[n]2)ccc1)CN1CCC(O)CC1,False
820093,Cc1cc2C(O)CC3(CCN(CC(O)c4c[n](CC)c5ccccc54)CC3)Oc2cc1,False
404872,CC1=Cc2ccccc2C(=O)N1CC(=O)N1CCN(CC1)c1cc(Cl)ccc1,False
518752,CCOC(=O)C1CC(ON=1)c1ccc(cc1)N1CCN(CC1)Cc1ccc(cc1)[N+]([O-])=O,False
135609,CC(C(=O)NC1CCCCCC1)[n]1cc(c[n]1)[N+]([O-])=O,False
900535,Cc1cc(C(=O)N2CCCC2c2[nH][n]c([n]2)-c2cc[n]cc2)c(C)[nH]1,False
560745,CC1=C(C(NC(=O)N1Cc1ccc[s]1)c1cccc(F)c1)C(=O)OCC,False
184134,OC(=O)CCCC(=O)N1CCOCCOCCOCCOCC1,False
448202,Cc1ccccc1CN1CCN(CC1)C(=O)c1cccc2ccccc21,False
180913,Cc1cc(c(cc1)OC)S(=O)(=O)Nc1ccc(F)c(Cl)c1,False
245909,COC(=O)c1[s]c(N)c(c1CSc1[n][n]c([n]1C)C(F)(F)F)C(=O)OC,False
1577,CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2(O)C#C,False
702612,O=C(CSc1[n][nH]c([n]1)-c1ccco1)NCc1ccccc1,False
201760,Cc1cccc2C=C(CN(Cc3ccccc3)C(=O)c3ccco3)C(=O)Nc21,False
98075,CCC1N(CCN1c1ccccc1)c1ccccc1,False
398354,COc1cc(ccc1-[n]1c[n][n][n]1)S(=O)(=O)NCCc1cc2OCOc2cc1,False
400009,COc1ccc(Br)cc1C(=O)NCc1c[n]ccc1,False
682911,COc1ccc(cc1)C(O)=C1C(c2cccc(c2)Oc2ccccc2)N(Cc2c[n]ccc2)C(=O)C1=O,False
324243,Cc1cccc(NC(=O)CN2C=Nc3c(c[n][n]3-c3ccccc3)C2=O)c1C,False
533124,O=S(=O)(Cc1ccccc1)Nc1ccc(cc1)S(=O)(=O)N1CCCCC1,False
216735,C[n]1c2ccc(cc2[n]c1CCN1CCOCC1)NC(=O)CC(C)C,False
411817,OC(=O)C=CC(=O)NCCc1c[nH]c2ccccc12,False
58704,COc1cc2CNc3c([n]c[n]c3NCc3ccccc3)Oc2cc1,False
734470,Cc1c(C=NC(C)C2CC3CC2CC3)c2ccccc2[n]1CC,False
603873,COc1ccc(CNC2CCCc3ccccc32)cc1OC,False
920203,CCN1CCN(CC1)C(=O)CCC1CCN(CC1)C(=O)c1cccc(c1)C(=O)OC,False
278683,CN(C)Cc1c(O)ccc2c1c(C(=O)OCC)c(C)[n]2C,False
755689,CC[n]1cc(C[n]2cc[n]c2-c2ccc3cccc(OC)c3[n]2)c[n]1,False
797161,COCCN1C(=O)c2ccc(cc2C1=O)C(=O)NCc1ccccc1,False
285582,O=S(=O)(NCc1c[n]2cc[s]c2[n]1)c1ccc(cc1)Oc1ccccc1,False
698555,C[n]1[n]c(COCc2ccc(C)cc2)c2CN(CCc12)C(=O)Nc1ccccc1,False
931521,Cc1[n]c2ccccc2[n]1Cc1cc([n]o1)C(=O)NCC1CCCCO1,False
242612,OC(O)C1=CC(=O)Nc2ccc(cc12)Oc1cc2c(cc1)NC(=O)C=C2C(O)O,False
747774,Cc1cc(ccc1SC)Oc1[n]cccc1C(NO)=NCc1cc[n]cc1,False
216551,CC(=O)Nc1cc(NC(C)C(=O)Nc2ccc(F)cc2)c(cc1)OC,False
800959,COc1cc(ccc1)NC(=O)CN1CN(c2ccccc2)C2(CCN(CC2)C(=O)C2CCC2)C1=O,False
791051,CCCCC(CNC(=O)C(=O)Nc1ccc(cc1)OCC)CC,False
343087,COc1cc(ccc1F)S(=O)(=O)NC(c1ccccc1)c1ccccc1,False
958062,Cc1ccc(cc1)N(c1[n]c(CN2CCN(CC2)c2ccc(c[n]2)C#N)c[s]1)C(C)=O,False
341114,O=C(c1ccc2OCCOc2c1)N(Cc1cccc[n]1)c1[n]c2ccc(F)cc2[s]1,False
772179,COC(=O)c1ccc(cc1)NC(=O)CSc1[n][n]c(o1)-c1ccc(Cl)cc1Cl,False
188716,COc1cc(ccc1OC)-c1cc([n]o1)C(=O)N1CCOCC1,False
798030,OC(=O)c1ccccc1SC1CC(=O)N(c2ccccc2Br)C1=O,False
270597,O=C(Nc1[n][nH]c2ccccc21)C1CC1,False
909373,Cc1cc2occ(CC(=O)N3CC(CCC3)c3cc[n][nH]3)c2c(C)c1,False
498323,CN1CCN2C(C1)C1(Cc3cc(N)ccc23)C(=O)NC(=O)NC1=O,False
950956,CN(C)CCN(c1[n]c2ccc(cc2[s]1)S(C)(=O)=O)C(=O)Cc1ccccc1,False
594062,COc1ccc(CN2CC3(CN(CCOC)CCC3)CC2)cc1F,False
382081,CC(NC(=O)c1cc[n]cc1)C(c1ccc[s]1)N1CCOCC1,False
962513,CCNC(=S)N(Cc1cc(Cl)ccc1OCc1[n]c(CO)c[s]1)C(C)C,False
852189,CC1CCCCC1NC(=O)CN1c2ccccc2C(=O)N2CCCC2C1=O,False
49324,Nc1[n]c(CN2CCN(CC2)c2cccc[n]2)[n]c(Nc2ccc(F)cc2)[n]1,False
354004,[O-][N+](=O)c1cc(ccc1)C(=O)NCC[n]1ccc2ccccc12,False
241264,CCOc1cc(CNc2c[n]cc([n]2)-[n]2ccc[n]2)ccc1,False
332851,Cc1cc[s]c1CNC12CC3CC(C1)CC(C2)C3,False
977643,CCOC(=O)C1CN(C2C1Oc1c2cccc1C)C(=O)c1ccc(cc1)NC(C)=O,False
835045,O=C(CS(=O)(=O)Cc1ccc(Cl)cc1)NCc1ccc[s]1,False
720311,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2Cl)CC1,False
22900,CC(=O)SCC(C)C(=O)N1CCCC1C(O)=O,False
804010,CNC(=O)NC(=O)C(C)Sc1[n][n][n][n]1-c1ccccc1,False
